date,weightclass,fighter,rank
1/27/2014,Welterweight,Jake Ellenberger,5
1/27/2014,Welterweight,Rick Story,13
1/27/2014,Welterweight,Hector Lombard,12
1/27/2014,Welterweight,Jake Shields,7
1/27/2014,Welterweight,Josh Koscheck,14
1/27/2014,Light Heavyweight,James Te Huna,15
1/27/2014,Light Heavyweight,Lyoto Machida,14
1/27/2014,Light Heavyweight,Vitor Belfort,13
1/27/2014,Light Heavyweight,Gegard Mousasi,9
1/27/2014,Light Heavyweight,Chael Sonnen,8
1/27/2014,Light Heavyweight,Thiago Silva,12
1/27/2014,Light Heavyweight,Dan Henderson,7
1/27/2014,Light Heavyweight,Phil Davis,4
1/27/2014,Light Heavyweight,Ryan Bader,10
1/27/2014,Light Heavyweight,Rashad Evans,3
1/27/2014,Light Heavyweight,Rogerio Nogueira,5
1/27/2014,Light Heavyweight,Jimi Manuwa,11
1/27/2014,Light Heavyweight,Alexander Gustafsson,1
1/27/2014,Light Heavyweight,Mauricio Rua,6
1/27/2014,Light Heavyweight,Glover Teixeira,2
1/27/2014,Men's Pound-for-Pound,Jon Jones,1
1/27/2014,Men's Pound-for-Pound,Demetrious Johnson,4
1/27/2014,Men's Pound-for-Pound,Jose Aldo,2
1/27/2014,Men's Pound-for-Pound,Dominick Cruz,15
1/27/2014,Men's Pound-for-Pound,Johny Hendricks,10
1/27/2014,Men's Pound-for-Pound,Ronda Rousey,9
1/27/2014,Men's Pound-for-Pound,Gilbert Melendez,14
1/27/2014,Men's Pound-for-Pound,Urijah Faber,13
1/27/2014,Men's Pound-for-Pound,Cain Velasquez,3
1/27/2014,Men's Pound-for-Pound,Anderson Silva,7
1/27/2014,Men's Pound-for-Pound,Benson Henderson,12
1/27/2014,Men's Pound-for-Pound,Chris Weidman,5
1/27/2014,Men's Pound-for-Pound,Renan Barao,6
1/27/2014,Men's Pound-for-Pound,Vitor Belfort,11
1/27/2014,Men's Pound-for-Pound,Anthony Pettis,8
1/27/2014,Flyweight,Darren Uyenoyama,15
1/27/2014,Flyweight,Darrell Montague,14
1/27/2014,Flyweight,Scott Jorgensen,12
1/27/2014,Flyweight,Louis Gaudinot,11
1/27/2014,Flyweight,John Lineker,5
1/27/2014,Flyweight,Ali Bagautinov,7
1/27/2014,Flyweight,Chris Cariaso,9
1/27/2014,Flyweight,Zach Makovsky,10
1/27/2014,Flyweight,John Dodson,1
1/27/2014,Flyweight,Ian McCall,3
1/27/2014,Flyweight,Dustin Ortiz,13
1/27/2014,Flyweight,John Moraga,4
1/27/2014,Flyweight,Jussier Formiga,6
1/27/2014,Flyweight,Joseph Benavidez,2
1/27/2014,Flyweight,Tim Elliott,8
1/17/2014,Bantamweight,Iuri Alcantara,9
1/17/2014,Middleweight,Chris Weidman,0
1/17/2014,Flyweight,Demetrious Johnson,0
1/17/2014,Featherweight,Jose Aldo,0
1/17/2014,Women's Bantamweight,Ronda Rousey,0
1/17/2014,Heavyweight,Cain Velasquez,0
1/17/2014,Lightweight,Anthony Pettis,0
1/17/2014,Bantamweight,Renan Barao,0
1/17/2014,Featherweight,Diego Brandao,15
1/17/2014,Featherweight,Tatsuya Kawajiri,14
1/17/2014,Featherweight,Erik Koch,11
1/17/2014,Featherweight,Conor McGregor,12
1/17/2014,Featherweight,Dustin Poirier,6
1/17/2014,Featherweight,Dennis Siver,7
1/17/2014,Featherweight,Nik Lentz,8
1/17/2014,Featherweight,Clay Guida,9
1/17/2014,Featherweight,Chad Mendes,1
1/17/2014,Featherweight,Dennis Bermudez,13
1/17/2014,Featherweight,Darren Elkins,10
1/17/2014,Featherweight,Cub Swanson,4
1/17/2014,Featherweight,Ricardo Lamas,2
1/17/2014,Featherweight,Frankie Edgar,3
1/17/2014,Featherweight,Chan Sung Jung,5
1/17/2014,Women's Bantamweight,Raquel Pennington,13
1/17/2014,Women's Bantamweight,Julianna Pena,10
1/17/2014,Women's Bantamweight,Sara McMann,3
1/17/2014,Women's Bantamweight,Germaine de Randamie,11
1/17/2014,Women's Bantamweight,Miesha Tate,2
1/17/2014,Women's Bantamweight,Bethe Correia,12
1/17/2014,Women's Bantamweight,Cat Zingano,1
1/17/2014,Women's Bantamweight,Liz Carmouche,7
1/17/2014,Women's Bantamweight,Amanda Nunes,8
1/17/2014,Women's Bantamweight,Alexis Davis,3
1/17/2014,Women's Bantamweight,Jessica Eye,5
1/17/2014,Women's Bantamweight,Jessica Rakoczy,15
1/17/2014,Women's Bantamweight,Sarah Kaufman,6
1/17/2014,Women's Bantamweight,Jessica Andrade,9
1/17/2014,Women's Bantamweight,Jessamyn Duke,14
1/17/2014,Heavyweight,Brendan Schaub,15
1/17/2014,Heavyweight,Antonio Rodrigo Nogueira,13
1/17/2014,Heavyweight,Gabriel Gonzaga,12
1/17/2014,Heavyweight,Daniel Cormier,4
1/17/2014,Heavyweight,Frank Mir,10
1/17/2014,Heavyweight,Antonio Silva,6
1/17/2014,Heavyweight,Josh Barnett,5
1/17/2014,Heavyweight,Roy Nelson,11
1/17/2014,Heavyweight,Fabricio Werdum,2
1/17/2014,Heavyweight,Travis Browne,3
1/17/2014,Heavyweight,Stefan Struve,14
1/17/2014,Heavyweight,Mark Hunt,7
1/17/2014,Heavyweight,Junior Dos Santos,1
1/17/2014,Heavyweight,Alistair Overeem,9
1/17/2014,Heavyweight,Stipe Miocic,8
1/17/2014,Middleweight,Thales Leites,15
1/17/2014,Middleweight,Mark Munoz,7
1/17/2014,Middleweight,Francis Carmont,8
1/17/2014,Middleweight,Tim Boetsch,11
1/17/2014,Middleweight,Alan Belcher,12
1/17/2014,Middleweight,Constantinos Philippou,10
1/17/2014,Middleweight,Tim Kennedy,9
1/17/2014,Middleweight,Lyoto Machida,4
1/17/2014,Middleweight,Michael Bisping,5
1/17/2014,Middleweight,Anderson Silva,1
1/17/2014,Middleweight,Vitor Belfort,2
1/17/2014,Middleweight,Luke Rockhold,6
1/17/2014,Middleweight,Yoel Romero,14
1/17/2014,Middleweight,Brad Tavares,13
1/17/2014,Middleweight,Jacare Souza,3
1/17/2014,Bantamweight,Dominick Cruz,12
1/17/2014,Bantamweight,Raphael Assuncao,3
1/17/2014,Bantamweight,Eddie Wineland,4
1/17/2014,Bantamweight,Bryan Caraway,13
1/17/2014,Bantamweight,Urijah Faber,1
1/17/2014,Bantamweight,TJ Dillashaw,5
1/17/2014,Bantamweight,Michael McDonald,2
1/17/2014,Bantamweight,Takeya Mizugaki,7
1/17/2014,Bantamweight,Francisco Rivera,10
1/17/2014,Bantamweight,Brad Pickett,6
1/17/2014,Bantamweight,Mike Easton,8
1/17/2014,Light Heavyweight,Jon Jones,0
1/17/2014,Bantamweight,Erik Perez,11
1/17/2014,Bantamweight,Ivan Menjivar,14
1/17/2014,Bantamweight,Wilson Reis,15
1/17/2014,Lightweight,Rustam Khabilov,15
1/17/2014,Lightweight,Diego Sanchez,14
1/17/2014,Lightweight,TJ Grant,3
1/17/2014,Lightweight,Gray Maynard,10
1/17/2014,Lightweight,Jim Miller,9
1/17/2014,Lightweight,Josh Thomson,4
1/17/2014,Lightweight,Benson Henderson,1
1/17/2014,Lightweight,King Green,12
1/17/2014,Lightweight,Gilbert Melendez,2
1/17/2014,Lightweight,Michael Johnson,13
1/17/2014,Lightweight,Khabib Nurmagomedov,7
1/17/2014,Lightweight,Nate Diaz,5
1/17/2014,Lightweight,Donald Cerrone,8
1/17/2014,Lightweight,Edson Barboza,11
1/17/2014,Lightweight,Rafael Dos Anjos,6
1/17/2014,Welterweight,Demian Maia,6
1/17/2014,Welterweight,Robbie Lawler,3
1/17/2014,Welterweight,Carlos Condit,2
1/17/2014,Welterweight,Tyron Woodley,10
1/17/2014,Welterweight,Dong Hyun Kim,11
1/17/2014,Welterweight,Tarec Saffiedine,9
1/17/2014,Welterweight,Matt Brown,8
1/17/2014,Welterweight,Rory MacDonald,4
1/17/2014,Welterweight,Mike Pyle,15
1/17/2014,Welterweight,Johny Hendricks,1
1/17/2014,Welterweight,Jake Ellenberger,5
1/17/2014,Welterweight,Rick Story,13
1/17/2014,Welterweight,Jake Shields,7
1/17/2014,Welterweight,Hector Lombard,12
1/17/2014,Welterweight,Josh Koscheck,14
1/17/2014,Light Heavyweight,James Te Huna,15
1/17/2014,Light Heavyweight,Lyoto Machida,14
1/17/2014,Light Heavyweight,Vitor Belfort,13
1/17/2014,Light Heavyweight,Chael Sonnen,8
1/17/2014,Light Heavyweight,Gegard Mousasi,9
1/17/2014,Light Heavyweight,Thiago Silva,12
1/17/2014,Light Heavyweight,Dan Henderson,6
1/17/2014,Light Heavyweight,Phil Davis,4
1/17/2014,Light Heavyweight,Ryan Bader,10
1/17/2014,Light Heavyweight,Rashad Evans,3
1/17/2014,Light Heavyweight,Rogerio Nogueira,5
1/17/2014,Light Heavyweight,Jimi Manuwa,11
1/17/2014,Light Heavyweight,Alexander Gustafsson,1
1/17/2014,Light Heavyweight,Mauricio Rua,7
1/17/2014,Light Heavyweight,Glover Teixeira,2
1/17/2014,Men's Pound-for-Pound,Jon Jones,1
1/17/2014,Men's Pound-for-Pound,Demetrious Johnson,4
1/17/2014,Men's Pound-for-Pound,Jose Aldo,2
1/17/2014,Men's Pound-for-Pound,Dominick Cruz,15
1/17/2014,Men's Pound-for-Pound,Ronda Rousey,10
1/17/2014,Men's Pound-for-Pound,Benson Henderson,9
1/17/2014,Men's Pound-for-Pound,Gilbert Melendez,14
1/17/2014,Men's Pound-for-Pound,Urijah Faber,13
1/17/2014,Men's Pound-for-Pound,Cain Velasquez,3
1/17/2014,Men's Pound-for-Pound,Anderson Silva,7
1/17/2014,Men's Pound-for-Pound,Vitor Belfort,12
1/17/2014,Men's Pound-for-Pound,Chris Weidman,5
1/17/2014,Men's Pound-for-Pound,Renan Barao,6
1/17/2014,Men's Pound-for-Pound,Johny Hendricks,11
1/17/2014,Men's Pound-for-Pound,Anthony Pettis,8
1/17/2014,Flyweight,Darren Uyenoyama,15
1/17/2014,Flyweight,Darrell Montague,14
1/17/2014,Flyweight,Scott Jorgensen,12
1/17/2014,Flyweight,Louis Gaudinot,11
1/17/2014,Flyweight,John Lineker,5
1/17/2014,Flyweight,Ali Bagautinov,7
1/17/2014,Flyweight,Chris Cariaso,9
1/17/2014,Flyweight,Zach Makovsky,10
1/17/2014,Flyweight,John Dodson,1
1/17/2014,Flyweight,Ian McCall,3
1/17/2014,Flyweight,Dustin Ortiz,13
1/17/2014,Flyweight,John Moraga,4
1/17/2014,Flyweight,Jussier Formiga,6
1/17/2014,Flyweight,Joseph Benavidez,2
1/17/2014,Flyweight,Tim Elliott,8
1/7/2014,Flyweight,Demetrious Johnson,0
1/7/2014,Light Heavyweight,Jon Jones,0
1/7/2014,Middleweight,Chris Weidman,0
1/7/2014,Featherweight,Jose Aldo,0
1/7/2014,Women's Bantamweight,Ronda Rousey,0
1/7/2014,Heavyweight,Cain Velasquez,0
1/7/2014,Lightweight,Anthony Pettis,0
1/7/2014,Bantamweight,Renan Barao,0
1/7/2014,Featherweight,Diego Brandao,15
1/7/2014,Featherweight,Tatsuya Kawajiri,14
1/7/2014,Featherweight,Erik Koch,11
1/7/2014,Featherweight,Conor McGregor,12
1/7/2014,Featherweight,Dustin Poirier,6
1/7/2014,Featherweight,Dennis Siver,7
1/7/2014,Featherweight,Nik Lentz,8
1/7/2014,Featherweight,Clay Guida,9
1/7/2014,Featherweight,Chad Mendes,1
1/7/2014,Featherweight,Dennis Bermudez,13
1/7/2014,Featherweight,Darren Elkins,10
1/7/2014,Featherweight,Cub Swanson,4
1/7/2014,Featherweight,Ricardo Lamas,2
1/7/2014,Featherweight,Frankie Edgar,3
1/7/2014,Featherweight,Chan Sung Jung,5
1/7/2014,Women's Bantamweight,Raquel Pennington,13
1/7/2014,Women's Bantamweight,Julianna Pena,10
1/7/2014,Women's Bantamweight,Sara McMann,4
1/7/2014,Women's Bantamweight,Germaine de Randamie,11
1/7/2014,Women's Bantamweight,Miesha Tate,2
1/7/2014,Women's Bantamweight,Bethe Correia,12
1/7/2014,Women's Bantamweight,Cat Zingano,1
1/7/2014,Women's Bantamweight,Liz Carmouche,7
1/7/2014,Women's Bantamweight,Amanda Nunes,8
1/7/2014,Women's Bantamweight,Alexis Davis,3
1/7/2014,Women's Bantamweight,Jessica Eye,5
1/7/2014,Women's Bantamweight,Jessica Rakoczy,15
1/7/2014,Women's Bantamweight,Sarah Kaufman,6
1/7/2014,Women's Bantamweight,Jessica Andrade,9
1/7/2014,Women's Bantamweight,Jessamyn Duke,14
1/7/2014,Heavyweight,Brendan Schaub,15
1/7/2014,Heavyweight,Antonio Rodrigo Nogueira,13
1/7/2014,Heavyweight,Gabriel Gonzaga,12
1/7/2014,Heavyweight,Daniel Cormier,4
1/7/2014,Heavyweight,Frank Mir,10
1/7/2014,Heavyweight,Antonio Silva,5
1/7/2014,Heavyweight,Josh Barnett,6
1/7/2014,Heavyweight,Roy Nelson,11
1/7/2014,Heavyweight,Fabricio Werdum,2
1/7/2014,Heavyweight,Travis Browne,3
1/7/2014,Heavyweight,Stefan Struve,14
1/7/2014,Heavyweight,Mark Hunt,7
1/7/2014,Heavyweight,Junior Dos Santos,1
1/7/2014,Heavyweight,Alistair Overeem,8
1/7/2014,Heavyweight,Stipe Miocic,8
1/7/2014,Middleweight,Thales Leites,15
1/7/2014,Middleweight,Chael Sonnen,14
1/7/2014,Middleweight,Lorenz Larkin,13
1/7/2014,Middleweight,Mark Munoz,7
1/7/2014,Middleweight,Francis Carmont,8
1/7/2014,Middleweight,Tim Boetsch,11
1/7/2014,Middleweight,Alan Belcher,12
1/7/2014,Middleweight,Constantinos Philippou,10
1/7/2014,Middleweight,Tim Kennedy,9
1/7/2014,Middleweight,Lyoto Machida,4
1/7/2014,Middleweight,Michael Bisping,5
1/7/2014,Middleweight,Anderson Silva,1
1/7/2014,Middleweight,Vitor Belfort,2
1/7/2014,Middleweight,Luke Rockhold,6
1/7/2014,Middleweight,Jacare Souza,3
1/7/2014,Bantamweight,Raphael Assuncao,3
1/7/2014,Bantamweight,Eddie Wineland,4
1/7/2014,Bantamweight,Bryan Caraway,12
1/7/2014,Bantamweight,Urijah Faber,1
1/7/2014,Bantamweight,TJ Dillashaw,6
1/7/2014,Bantamweight,Michael McDonald,2
1/7/2014,Bantamweight,Takeya Mizugaki,8
1/7/2014,Bantamweight,Francisco Rivera,10
1/7/2014,Bantamweight,Mike Easton,7
1/7/2014,Bantamweight,Brad Pickett,5
1/7/2014,Bantamweight,Iuri Alcantara,9
1/7/2014,Bantamweight,Erik Perez,11
1/7/2014,Bantamweight,Ivan Menjivar,13
1/7/2014,Bantamweight,Scott Jorgensen,14
1/7/2014,Bantamweight,Wilson Reis,15
1/7/2014,Lightweight,Diego Sanchez,15
1/7/2014,Lightweight,Rustam Khabilov,14
1/7/2014,Lightweight,TJ Grant,3
1/7/2014,Lightweight,Gray Maynard,10
1/7/2014,Lightweight,Jim Miller,9
1/7/2014,Lightweight,Josh Thomson,4
1/7/2014,Lightweight,Benson Henderson,1
1/7/2014,Lightweight,King Green,12
1/7/2014,Lightweight,Gilbert Melendez,2
1/7/2014,Lightweight,Michael Johnson,13
1/7/2014,Lightweight,Khabib Nurmagomedov,7
1/7/2014,Lightweight,Nate Diaz,5
1/7/2014,Lightweight,Donald Cerrone,8
1/7/2014,Lightweight,Edson Barboza,11
1/7/2014,Lightweight,Rafael Dos Anjos,6
1/7/2014,Welterweight,Demian Maia,6
1/7/2014,Welterweight,Robbie Lawler,3
1/7/2014,Welterweight,Carlos Condit,2
1/7/2014,Welterweight,Tyron Woodley,11
1/7/2014,Welterweight,Dong Hyun Kim,12
1/7/2014,Welterweight,Tarec Saffiedine,9
1/7/2014,Welterweight,Matt Brown,8
1/7/2014,Welterweight,Rory MacDonald,4
1/7/2014,Welterweight,Rick Story,15
1/7/2014,Welterweight,Johny Hendricks,1
1/7/2014,Welterweight,Jake Ellenberger,5
1/7/2014,Welterweight,Jake Shields,7
1/7/2014,Welterweight,Martin Kampmann,10
1/7/2014,Welterweight,Josh Koscheck,14
1/7/2014,Welterweight,Hector Lombard,13
1/7/2014,Light Heavyweight,James Te Huna,15
1/7/2014,Light Heavyweight,Lyoto Machida,14
1/7/2014,Light Heavyweight,Vitor Belfort,13
1/7/2014,Light Heavyweight,Gegard Mousasi,9
1/7/2014,Light Heavyweight,Chael Sonnen,8
1/7/2014,Light Heavyweight,Thiago Silva,12
1/7/2014,Light Heavyweight,Dan Henderson,6
1/7/2014,Light Heavyweight,Phil Davis,4
1/7/2014,Light Heavyweight,Ryan Bader,10
1/7/2014,Light Heavyweight,Rashad Evans,3
1/7/2014,Light Heavyweight,Rogerio Nogueira,5
1/7/2014,Light Heavyweight,Jimi Manuwa,11
1/7/2014,Light Heavyweight,Alexander Gustafsson,1
1/7/2014,Light Heavyweight,Mauricio Rua,7
1/7/2014,Light Heavyweight,Glover Teixeira,2
1/7/2014,Men's Pound-for-Pound,Jon Jones,1
1/7/2014,Men's Pound-for-Pound,Demetrious Johnson,4
1/7/2014,Men's Pound-for-Pound,Jose Aldo,2
1/7/2014,Men's Pound-for-Pound,Gilbert Melendez,15
1/7/2014,Men's Pound-for-Pound,Ronda Rousey,10
1/7/2014,Men's Pound-for-Pound,Benson Henderson,9
1/7/2014,Men's Pound-for-Pound,Urijah Faber,14
1/7/2014,Men's Pound-for-Pound,Dominick Cruz,13
1/7/2014,Men's Pound-for-Pound,Cain Velasquez,3
1/7/2014,Men's Pound-for-Pound,Anderson Silva,7
1/7/2014,Men's Pound-for-Pound,Vitor Belfort,12
1/7/2014,Men's Pound-for-Pound,Chris Weidman,5
1/7/2014,Men's Pound-for-Pound,Renan Barao,6
1/7/2014,Men's Pound-for-Pound,Johny Hendricks,11
1/7/2014,Men's Pound-for-Pound,Anthony Pettis,8
1/7/2014,Flyweight,Darrell Montague,13
1/7/2014,Flyweight,Darren Uyenoyama,14
1/7/2014,Flyweight,Scott Jorgensen,12
1/7/2014,Flyweight,Louis Gaudinot,11
1/7/2014,Flyweight,John Lineker,5
1/7/2014,Flyweight,Ali Bagautinov,7
1/7/2014,Flyweight,Chris Cariaso,9
1/7/2014,Flyweight,Zach Makovsky,10
1/7/2014,Flyweight,John Dodson,1
1/7/2014,Flyweight,Ian McCall,3
1/7/2014,Flyweight,Dustin Ortiz,15
1/7/2014,Flyweight,John Moraga,4
1/7/2014,Flyweight,Jussier Formiga,6
1/7/2014,Flyweight,Joseph Benavidez,2
1/7/2014,Flyweight,Tim Elliott,8
12/30/2013,Bantamweight,Iuri Alcantara,10
12/30/2013,Flyweight,Demetrious Johnson,0
12/30/2013,Featherweight,Jose Aldo,0
12/30/2013,Women's Bantamweight,Ronda Rousey,0
12/30/2013,Heavyweight,Cain Velasquez,0
12/30/2013,Lightweight,Anthony Pettis,0
12/30/2013,Bantamweight,Dominick Cruz,0
12/30/2013,Featherweight,Diego Brandao,14
12/30/2013,Featherweight,Erik Koch,10
12/30/2013,Featherweight,Conor McGregor,12
12/30/2013,Featherweight,Dustin Poirier,6
12/30/2013,Featherweight,Dennis Siver,7
12/30/2013,Featherweight,Nik Lentz,8
12/30/2013,Featherweight,Clay Guida,9
12/30/2013,Light Heavyweight,Jon Jones,0
12/30/2013,Featherweight,Chad Mendes,1
12/30/2013,Featherweight,Dennis Bermudez,13
12/30/2013,Featherweight,Darren Elkins,11
12/30/2013,Featherweight,Cub Swanson,4
12/30/2013,Featherweight,Ricardo Lamas,2
12/30/2013,Featherweight,Jeremy Stephens,15
12/30/2013,Featherweight,Frankie Edgar,3
12/30/2013,Featherweight,Chan Sung Jung,5
12/30/2013,Women's Bantamweight,Raquel Pennington,13
12/30/2013,Women's Bantamweight,Julianna Pena,10
12/30/2013,Women's Bantamweight,Sara McMann,4
12/30/2013,Women's Bantamweight,Germaine de Randamie,11
12/30/2013,Women's Bantamweight,Miesha Tate,2
12/30/2013,Women's Bantamweight,Bethe Correia,12
12/30/2013,Women's Bantamweight,Cat Zingano,1
12/30/2013,Women's Bantamweight,Liz Carmouche,7
12/30/2013,Women's Bantamweight,Amanda Nunes,8
12/30/2013,Women's Bantamweight,Alexis Davis,3
12/30/2013,Women's Bantamweight,Jessica Eye,5
12/30/2013,Women's Bantamweight,Jessica Rakoczy,15
12/30/2013,Women's Bantamweight,Sarah Kaufman,6
12/30/2013,Women's Bantamweight,Jessica Andrade,9
12/30/2013,Women's Bantamweight,Jessamyn Duke,14
12/30/2013,Heavyweight,Brendan Schaub,15
12/30/2013,Heavyweight,Antonio Rodrigo Nogueira,13
12/30/2013,Heavyweight,Gabriel Gonzaga,12
12/30/2013,Heavyweight,Daniel Cormier,4
12/30/2013,Heavyweight,Frank Mir,10
12/30/2013,Heavyweight,Antonio Silva,6
12/30/2013,Heavyweight,Josh Barnett,5
12/30/2013,Heavyweight,Roy Nelson,11
12/30/2013,Heavyweight,Fabricio Werdum,2
12/30/2013,Heavyweight,Travis Browne,3
12/30/2013,Heavyweight,Stefan Struve,14
12/30/2013,Heavyweight,Mark Hunt,7
12/30/2013,Heavyweight,Junior Dos Santos,1
12/30/2013,Heavyweight,Alistair Overeem,8
12/30/2013,Heavyweight,Stipe Miocic,9
12/30/2013,Middleweight,Thales Leites,15
12/30/2013,Middleweight,Lorenz Larkin,14
12/30/2013,Middleweight,Chael Sonnen,13
12/30/2013,Middleweight,Francis Carmont,8
12/30/2013,Middleweight,Mark Munoz,7
12/30/2013,Middleweight,Tim Boetsch,11
12/30/2013,Middleweight,Alan Belcher,12
12/30/2013,Middleweight,Constantinos Philippou,10
12/30/2013,Middleweight,Tim Kennedy,9
12/30/2013,Middleweight,Lyoto Machida,4
12/30/2013,Middleweight,Michael Bisping,5
12/30/2013,Middleweight,Anderson Silva,1
12/30/2013,Middleweight,Vitor Belfort,2
12/30/2013,Middleweight,Luke Rockhold,6
12/30/2013,Middleweight,Jacare Souza,3
12/30/2013,Bantamweight,Raphael Assuncao,4
12/30/2013,Bantamweight,Eddie Wineland,5
12/30/2013,Bantamweight,Bryan Caraway,12
12/30/2013,Bantamweight,Urijah Faber,2
12/30/2013,Bantamweight,TJ Dillashaw,7
12/30/2013,Bantamweight,Michael McDonald,3
12/30/2013,Bantamweight,Takeya Mizugaki,9
12/30/2013,Bantamweight,Renan Barao,1
12/30/2013,Bantamweight,Francisco Rivera,11
12/30/2013,Bantamweight,Brad Pickett,6
12/30/2013,Bantamweight,Mike Easton,8
12/30/2013,Middleweight,Chris Weidman,0
12/30/2013,Bantamweight,Erik Perez,13
12/30/2013,Bantamweight,Scott Jorgensen,14
12/30/2013,Bantamweight,Ivan Menjivar,15
12/30/2013,Lightweight,Rustam Khabilov,15
12/30/2013,Lightweight,TJ Grant,3
12/30/2013,Lightweight,Gray Maynard,10
12/30/2013,Lightweight,Diego Sanchez,13
12/30/2013,Lightweight,Jim Miller,9
12/30/2013,Lightweight,Josh Thomson,4
12/30/2013,Lightweight,Benson Henderson,1
12/30/2013,Lightweight,King Green,12
12/30/2013,Lightweight,Gilbert Melendez,2
12/30/2013,Lightweight,Michael Johnson,14
12/30/2013,Lightweight,Khabib Nurmagomedov,7
12/30/2013,Lightweight,Nate Diaz,5
12/30/2013,Lightweight,Donald Cerrone,8
12/30/2013,Lightweight,Edson Barboza,11
12/30/2013,Lightweight,Rafael Dos Anjos,6
12/30/2013,Welterweight,Demian Maia,6
12/30/2013,Welterweight,Robbie Lawler,3
12/30/2013,Welterweight,Carlos Condit,2
12/30/2013,Welterweight,Tyron Woodley,11
12/30/2013,Welterweight,Dong Hyun Kim,12
12/30/2013,Welterweight,Tarec Saffiedine,10
12/30/2013,Welterweight,Matt Brown,8
12/30/2013,Welterweight,Rory MacDonald,4
12/30/2013,Welterweight,Rick Story,15
12/30/2013,Welterweight,Johny Hendricks,1
12/30/2013,Welterweight,Jake Ellenberger,5
12/30/2013,Welterweight,Martin Kampmann,9
12/30/2013,Welterweight,Jake Shields,7
12/30/2013,Welterweight,Josh Koscheck,14
12/30/2013,Welterweight,Hector Lombard,13
12/30/2013,Light Heavyweight,James Te Huna,15
12/30/2013,Light Heavyweight,Lyoto Machida,14
12/30/2013,Light Heavyweight,Vitor Belfort,13
12/30/2013,Light Heavyweight,Gegard Mousasi,9
12/30/2013,Light Heavyweight,Chael Sonnen,8
12/30/2013,Light Heavyweight,Thiago Silva,12
12/30/2013,Light Heavyweight,Dan Henderson,6
12/30/2013,Light Heavyweight,Phil Davis,4
12/30/2013,Light Heavyweight,Ryan Bader,10
12/30/2013,Light Heavyweight,Rashad Evans,3
12/30/2013,Light Heavyweight,Rogerio Nogueira,5
12/30/2013,Light Heavyweight,Jimi Manuwa,11
12/30/2013,Light Heavyweight,Alexander Gustafsson,1
12/30/2013,Light Heavyweight,Mauricio Rua,7
12/30/2013,Light Heavyweight,Glover Teixeira,2
12/30/2013,Men's Pound-for-Pound,Jon Jones,1
12/30/2013,Men's Pound-for-Pound,Demetrious Johnson,4
12/30/2013,Men's Pound-for-Pound,Jose Aldo,2
12/30/2013,Men's Pound-for-Pound,Gilbert Melendez,15
12/30/2013,Men's Pound-for-Pound,Johny Hendricks,10
12/30/2013,Men's Pound-for-Pound,Benson Henderson,9
12/30/2013,Men's Pound-for-Pound,Urijah Faber,14
12/30/2013,Men's Pound-for-Pound,Dominick Cruz,13
12/30/2013,Men's Pound-for-Pound,Cain Velasquez,3
12/30/2013,Men's Pound-for-Pound,Anderson Silva,7
12/30/2013,Men's Pound-for-Pound,Vitor Belfort,12
12/30/2013,Men's Pound-for-Pound,Chris Weidman,5
12/30/2013,Men's Pound-for-Pound,Renan Barao,6
12/30/2013,Men's Pound-for-Pound,Ronda Rousey,11
12/30/2013,Men's Pound-for-Pound,Anthony Pettis,8
12/30/2013,Flyweight,Darren Uyenoyama,13
12/30/2013,Flyweight,Darrell Montague,14
12/30/2013,Flyweight,Scott Jorgensen,12
12/30/2013,Flyweight,Louis Gaudinot,11
12/30/2013,Flyweight,John Lineker,5
12/30/2013,Flyweight,Ali Bagautinov,7
12/30/2013,Flyweight,Chris Cariaso,9
12/30/2013,Flyweight,Zach Makovsky,10
12/30/2013,Flyweight,John Dodson,1
12/30/2013,Flyweight,Ian McCall,3
12/30/2013,Flyweight,Dustin Ortiz,15
12/30/2013,Flyweight,John Moraga,4
12/30/2013,Flyweight,Jussier Formiga,6
12/30/2013,Flyweight,Joseph Benavidez,2
12/30/2013,Flyweight,Tim Elliott,8
12/16/2013,Featherweight,Cub Swanson,4
12/16/2013,Light Heavyweight,Jon Jones,0
12/16/2013,Middleweight,Chris Weidman,0
12/16/2013,Flyweight,Demetrious Johnson,0
12/16/2013,Featherweight,Jose Aldo,0
12/16/2013,Women's Bantamweight,Ronda Rousey,0
12/16/2013,Heavyweight,Cain Velasquez,0
12/16/2013,Lightweight,Anthony Pettis,0
12/16/2013,Bantamweight,Dominick Cruz,0
12/16/2013,Featherweight,Dustin Poirier,6
12/16/2013,Featherweight,Dennis Siver,7
12/16/2013,Featherweight,Nik Lentz,8
12/16/2013,Featherweight,Clay Guida,9
12/16/2013,Featherweight,Chad Mendes,1
12/16/2013,Featherweight,Darren Elkins,10
12/16/2013,Featherweight,Ricardo Lamas,2
12/16/2013,Featherweight,Frankie Edgar,3
12/16/2013,Featherweight,Chan Sung Jung,5
12/16/2013,Women's Bantamweight,Sara McMann,4
12/16/2013,Women's Bantamweight,Germaine de Randamie,10
12/16/2013,Women's Bantamweight,Miesha Tate,2
12/16/2013,Women's Bantamweight,Cat Zingano,1
12/16/2013,Women's Bantamweight,Liz Carmouche,6
12/16/2013,Women's Bantamweight,Amanda Nunes,8
12/16/2013,Women's Bantamweight,Alexis Davis,3
12/16/2013,Women's Bantamweight,Jessica Eye,7
